run_id,task_id,detector,stop_step,stop_utility,oracle_step,oracle_utility,oracle_gap,false_early,false_late,false_late_severity
deepseek_r1_distill_1p5b__gsm8k_train_00015_20b7f79a__temp0.10__seed7,gsm8k_train_00015_20b7f79a,empirical_bernstein,9,0.6,2,0.95,0.35,0,1,7
deepseek_r1_distill_1p5b__gsm8k_train_00015_20b7f79a__temp0.10__seed7,gsm8k_train_00015_20b7f79a,never_stop,10,0.55,2,0.95,0.3999999999999999,0,1,8
deepseek_r1_distill_1p5b__gsm8k_train_00016_0cef7ca3__temp0.10__seed7,gsm8k_train_00016_0cef7ca3,oracle,1,0.0,1,0.0,0.0,0,0,0
deepseek_r1_distill_1p5b__gsm8k_train_00016_0cef7ca3__temp0.10__seed7,gsm8k_train_00016_0cef7ca3,first_answer,1,0.0,1,0.0,0.0,0,0,0
deepseek_r1_distill_1p5b__gsm8k_train_00016_0cef7ca3__temp0.10__seed7,gsm8k_train_00016_0cef7ca3,verifier_first_correct,10,-0.45,1,0.0,0.45,0,1,9
deepseek_r1_distill_1p5b__gsm8k_train_00016_0cef7ca3__temp0.10__seed7,gsm8k_train_00016_0cef7ca3,answer_stability,10,-0.45,1,0.0,0.45,0,1,9
deepseek_r1_distill_1p5b__gsm8k_train_00016_0cef7ca3__temp0.10__seed7,gsm8k_train_00016_0cef7ca3,entropy_plateau,3,-0.1,1,0.0,0.1,0,1,2
deepseek_r1_distill_1p5b__gsm8k_train_00016_0cef7ca3__temp0.10__seed7,gsm8k_train_00016_0cef7ca3,hazard_drift,3,-0.1,1,0.0,0.1,0,1,2
deepseek_r1_distill_1p5b__gsm8k_train_00016_0cef7ca3__temp0.10__seed7,gsm8k_train_00016_0cef7ca3,empirical_bernstein,9,-0.4,1,0.0,0.4,0,1,8
deepseek_r1_distill_1p5b__gsm8k_train_00016_0cef7ca3__temp0.10__seed7,gsm8k_train_00016_0cef7ca3,never_stop,10,-0.45,1,0.0,0.45,0,1,9
deepseek_r1_distill_1p5b__gsm8k_train_00017_89d492f6__temp0.10__seed7,gsm8k_train_00017_89d492f6,oracle,1,1.0,1,1.0,0.0,0,0,0
deepseek_r1_distill_1p5b__gsm8k_train_00017_89d492f6__temp0.10__seed7,gsm8k_train_00017_89d492f6,first_answer,1,1.0,1,1.0,0.0,0,0,0
deepseek_r1_distill_1p5b__gsm8k_train_00017_89d492f6__temp0.10__seed7,gsm8k_train_00017_89d492f6,verifier_first_correct,1,1.0,1,1.0,0.0,0,0,0
deepseek_r1_distill_1p5b__gsm8k_train_00017_89d492f6__temp0.10__seed7,gsm8k_train_00017_89d492f6,answer_stability,10,0.55,1,1.0,0.44999999999999996,0,1,9
deepseek_r1_distill_1p5b__gsm8k_train_00017_89d492f6__temp0.10__seed7,gsm8k_train_00017_89d492f6,entropy_plateau,4,0.85,1,1.0,0.15000000000000002,0,1,3
deepseek_r1_distill_1p5b__gsm8k_train_00017_89d492f6__temp0.10__seed7,gsm8k_train_00017_89d492f6,hazard_drift,3,0.9,1,1.0,0.09999999999999998,0,1,2
deepseek_r1_distill_1p5b__gsm8k_train_00017_89d492f6__temp0.10__seed7,gsm8k_train_00017_89d492f6,empirical_bernstein,9,0.6,1,1.0,0.4,0,1,8
deepseek_r1_distill_1p5b__gsm8k_train_00017_89d492f6__temp0.10__seed7,gsm8k_train_00017_89d492f6,never_stop,10,0.55,1,1.0,0.44999999999999996,0,1,9
deepseek_r1_distill_1p5b__gsm8k_train_00018_86b6a534__temp0.10__seed7,gsm8k_train_00018_86b6a534,oracle,1,0.0,1,0.0,0.0,0,0,0
deepseek_r1_distill_1p5b__gsm8k_train_00018_86b6a534__temp0.10__seed7,gsm8k_train_00018_86b6a534,first_answer,1,0.0,1,0.0,0.0,0,0,0
deepseek_r1_distill_1p5b__gsm8k_train_00018_86b6a534__temp0.10__seed7,gsm8k_train_00018_86b6a534,verifier_first_correct,10,-0.45,1,0.0,0.45,0,1,9
deepseek_r1_distill_1p5b__gsm8k_train_00018_86b6a534__temp0.10__seed7,gsm8k_train_00018_86b6a534,answer_stability,10,-0.45,1,0.0,0.45,0,1,9
deepseek_r1_distill_1p5b__gsm8k_train_00018_86b6a534__temp0.10__seed7,gsm8k_train_00018_86b6a534,entropy_plateau,10,-0.45,1,0.0,0.45,0,1,9
deepseek_r1_distill_1p5b__gsm8k_train_00018_86b6a534__temp0.10__seed7,gsm8k_train_00018_86b6a534,hazard_drift,10,-0.45,1,0.0,0.45,0,1,9
deepseek_r1_distill_1p5b__gsm8k_train_00018_86b6a534__temp0.10__seed7,gsm8k_train_00018_86b6a534,empirical_bernstein,9,-0.4,1,0.0,0.4,0,1,8
deepseek_r1_distill_1p5b__gsm8k_train_00018_86b6a534__temp0.10__seed7,gsm8k_train_00018_86b6a534,never_stop,10,-0.45,1,0.0,0.45,0,1,9
deepseek_r1_distill_1p5b__gsm8k_train_00019_fe91f244__temp0.10__seed7,gsm8k_train_00019_fe91f244,oracle,1,0.0,1,0.0,0.0,0,0,0
deepseek_r1_distill_1p5b__gsm8k_train_00019_fe91f244__temp0.10__seed7,gsm8k_train_00019_fe91f244,first_answer,1,0.0,1,0.0,0.0,0,0,0
deepseek_r1_distill_1p5b__gsm8k_train_00019_fe91f244__temp0.10__seed7,gsm8k_train_00019_fe91f244,verifier_first_correct,10,-0.45,1,0.0,0.45,0,1,9
deepseek_r1_distill_1p5b__gsm8k_train_00019_fe91f244__temp0.10__seed7,gsm8k_train_00019_fe91f244,answer_stability,10,-0.45,1,0.0,0.45,0,1,9
deepseek_r1_distill_1p5b__gsm8k_train_00019_fe91f244__temp0.10__seed7,gsm8k_train_00019_fe91f244,entropy_plateau,4,-0.15,1,0.0,0.15,0,1,3
deepseek_r1_distill_1p5b__gsm8k_train_00019_fe91f244__temp0.10__seed7,gsm8k_train_00019_fe91f244,hazard_drift,4,-0.15,1,0.0,0.15,0,1,3
deepseek_r1_distill_1p5b__gsm8k_train_00019_fe91f244__temp0.10__seed7,gsm8k_train_00019_fe91f244,empirical_bernstein,9,-0.4,1,0.0,0.4,0,1,8
deepseek_r1_distill_1p5b__gsm8k_train_00019_fe91f244__temp0.10__seed7,gsm8k_train_00019_fe91f244,never_stop,10,-0.45,1,0.0,0.45,0,1,9
deepseek_r1_distill_1p5b__gsm8k_train_00020_7d8a849a__temp0.10__seed7,gsm8k_train_00020_7d8a849a,oracle,2,0.95,2,0.95,0.0,0,0,0
deepseek_r1_distill_1p5b__gsm8k_train_00020_7d8a849a__temp0.10__seed7,gsm8k_train_00020_7d8a849a,first_answer,1,0.0,2,0.95,0.95,1,0,0
deepseek_r1_distill_1p5b__gsm8k_train_00020_7d8a849a__temp0.10__seed7,gsm8k_train_00020_7d8a849a,verifier_first_correct,2,0.95,2,0.95,0.0,0,0,0
deepseek_r1_distill_1p5b__gsm8k_train_00020_7d8a849a__temp0.10__seed7,gsm8k_train_00020_7d8a849a,answer_stability,10,-0.45,2,0.95,1.4,0,1,8
deepseek_r1_distill_1p5b__gsm8k_train_00020_7d8a849a__temp0.10__seed7,gsm8k_train_00020_7d8a849a,entropy_plateau,10,-0.45,2,0.95,1.4,0,1,8
deepseek_r1_distill_1p5b__gsm8k_train_00020_7d8a849a__temp0.10__seed7,gsm8k_train_00020_7d8a849a,hazard_drift,5,-0.2,2,0.95,1.15,0,1,3
deepseek_r1_distill_1p5b__gsm8k_train_00020_7d8a849a__temp0.10__seed7,gsm8k_train_00020_7d8a849a,empirical_bernstein,9,-0.4,2,0.95,1.35,0,1,7
deepseek_r1_distill_1p5b__gsm8k_train_00020_7d8a849a__temp0.10__seed7,gsm8k_train_00020_7d8a849a,never_stop,10,-0.45,2,0.95,1.4,0,1,8
deepseek_r1_distill_1p5b__gsm8k_train_00021_8849281d__temp0.10__seed7,gsm8k_train_00021_8849281d,oracle,3,0.9,3,0.9,0.0,0,0,0
deepseek_r1_distill_1p5b__gsm8k_train_00021_8849281d__temp0.10__seed7,gsm8k_train_00021_8849281d,first_answer,1,0.0,3,0.9,0.9,1,0,0
deepseek_r1_distill_1p5b__gsm8k_train_00021_8849281d__temp0.10__seed7,gsm8k_train_00021_8849281d,verifier_first_correct,3,0.9,3,0.9,0.0,0,0,0
deepseek_r1_distill_1p5b__gsm8k_train_00021_8849281d__temp0.10__seed7,gsm8k_train_00021_8849281d,answer_stability,10,-0.45,3,0.9,1.35,0,1,7
deepseek_r1_distill_1p5b__gsm8k_train_00021_8849281d__temp0.10__seed7,gsm8k_train_00021_8849281d,entropy_plateau,10,-0.45,3,0.9,1.35,0,1,7
deepseek_r1_distill_1p5b__gsm8k_train_00021_8849281d__temp0.10__seed7,gsm8k_train_00021_8849281d,hazard_drift,10,-0.45,3,0.9,1.35,0,1,7
deepseek_r1_distill_1p5b__gsm8k_train_00021_8849281d__temp0.10__seed7,gsm8k_train_00021_8849281d,empirical_bernstein,9,-0.4,3,0.9,1.3,0,1,6
deepseek_r1_distill_1p5b__gsm8k_train_00021_8849281d__temp0.10__seed7,gsm8k_train_00021_8849281d,never_stop,10,-0.45,3,0.9,1.35,0,1,7
deepseek_r1_distill_1p5b__gsm8k_train_00022_80c4da46__temp0.10__seed7,gsm8k_train_00022_80c4da46,oracle,3,0.9,3,0.9,0.0,0,0,0
deepseek_r1_distill_1p5b__gsm8k_train_00022_80c4da46__temp0.10__seed7,gsm8k_train_00022_80c4da46,first_answer,1,0.0,3,0.9,0.9,1,0,0
deepseek_r1_distill_1p5b__gsm8k_train_00022_80c4da46__temp0.10__seed7,gsm8k_train_00022_80c4da46,verifier_first_correct,3,0.9,3,0.9,0.0,0,0,0
deepseek_r1_distill_1p5b__gsm8k_train_00022_80c4da46__temp0.10__seed7,gsm8k_train_00022_80c4da46,answer_stability,10,0.55,3,0.9,0.35,0,1,7
deepseek_r1_distill_1p5b__gsm8k_train_00022_80c4da46__temp0.10__seed7,gsm8k_train_00022_80c4da46,entropy_plateau,8,-0.35,3,0.9,1.25,0,1,5
deepseek_r1_distill_1p5b__gsm8k_train_00022_80c4da46__temp0.10__seed7,gsm8k_train_00022_80c4da46,hazard_drift,8,-0.35,3,0.9,1.25,0,1,5
deepseek_r1_distill_1p5b__gsm8k_train_00022_80c4da46__temp0.10__seed7,gsm8k_train_00022_80c4da46,empirical_bernstein,9,0.6,3,0.9,0.30000000000000004,0,1,6
deepseek_r1_distill_1p5b__gsm8k_train_00022_80c4da46__temp0.10__seed7,gsm8k_train_00022_80c4da46,never_stop,10,0.55,3,0.9,0.35,0,1,7
deepseek_r1_distill_1p5b__gsm8k_train_00023_5c659510__temp0.10__seed7,gsm8k_train_00023_5c659510,oracle,1,0.0,1,0.0,0.0,0,0,0
deepseek_r1_distill_1p5b__gsm8k_train_00023_5c659510__temp0.10__seed7,gsm8k_train_00023_5c659510,first_answer,1,0.0,1,0.0,0.0,0,0,0
deepseek_r1_distill_1p5b__gsm8k_train_00023_5c659510__temp0.10__seed7,gsm8k_train_00023_5c659510,verifier_first_correct,10,-0.45,1,0.0,0.45,0,1,9
deepseek_r1_distill_1p5b__gsm8k_train_00023_5c659510__temp0.10__seed7,gsm8k_train_00023_5c659510,answer_stability,10,-0.45,1,0.0,0.45,0,1,9
deepseek_r1_distill_1p5b__gsm8k_train_00023_5c659510__temp0.10__seed7,gsm8k_train_00023_5c659510,entropy_plateau,4,-0.15,1,0.0,0.15,0,1,3
deepseek_r1_distill_1p5b__gsm8k_train_00023_5c659510__temp0.10__seed7,gsm8k_train_00023_5c659510,hazard_drift,4,-0.15,1,0.0,0.15,0,1,3
deepseek_r1_distill_1p5b__gsm8k_train_00023_5c659510__temp0.10__seed7,gsm8k_train_00023_5c659510,empirical_bernstein,9,-0.4,1,0.0,0.4,0,1,8
deepseek_r1_distill_1p5b__gsm8k_train_00023_5c659510__temp0.10__seed7,gsm8k_train_00023_5c659510,never_stop,10,-0.45,1,0.0,0.45,0,1,9
deepseek_r1_distill_1p5b__gsm8k_train_00024_f139cc04__temp0.10__seed7,gsm8k_train_00024_f139cc04,oracle,3,0.9,3,0.9,0.0,0,0,0
deepseek_r1_distill_1p5b__gsm8k_train_00024_f139cc04__temp0.10__seed7,gsm8k_train_00024_f139cc04,first_answer,1,0.0,3,0.9,0.9,1,0,0
deepseek_r1_distill_1p5b__gsm8k_train_00024_f139cc04__temp0.10__seed7,gsm8k_train_00024_f139cc04,verifier_first_correct,3,0.9,3,0.9,0.0,0,0,0
deepseek_r1_distill_1p5b__gsm8k_train_00024_f139cc04__temp0.10__seed7,gsm8k_train_00024_f139cc04,answer_stability,10,-0.45,3,0.9,1.35,0,1,7
deepseek_r1_distill_1p5b__gsm8k_train_00024_f139cc04__temp0.10__seed7,gsm8k_train_00024_f139cc04,entropy_plateau,10,-0.45,3,0.9,1.35,0,1,7
deepseek_r1_distill_1p5b__gsm8k_train_00024_f139cc04__temp0.10__seed7,gsm8k_train_00024_f139cc04,hazard_drift,3,0.9,3,0.9,0.0,0,0,0
deepseek_r1_distill_1p5b__gsm8k_train_00024_f139cc04__temp0.10__seed7,gsm8k_train_00024_f139cc04,empirical_bernstein,9,-0.4,3,0.9,1.3,0,1,6
deepseek_r1_distill_1p5b__gsm8k_train_00024_f139cc04__temp0.10__seed7,gsm8k_train_00024_f139cc04,never_stop,10,-0.45,3,0.9,1.35,0,1,7
deepseek_r1_distill_1p5b__gsm8k_train_00025_1a030c71__temp0.10__seed7,gsm8k_train_00025_1a030c71,oracle,1,1.0,1,1.0,0.0,0,0,0
deepseek_r1_distill_1p5b__gsm8k_train_00025_1a030c71__temp0.10__seed7,gsm8k_train_00025_1a030c71,first_answer,1,1.0,1,1.0,0.0,0,0,0
deepseek_r1_distill_1p5b__gsm8k_train_00025_1a030c71__temp0.10__seed7,gsm8k_train_00025_1a030c71,verifier_first_correct,1,1.0,1,1.0,0.0,0,0,0
deepseek_r1_distill_1p5b__gsm8k_train_00025_1a030c71__temp0.10__seed7,gsm8k_train_00025_1a030c71,answer_stability,10,0.55,1,1.0,0.44999999999999996,0,1,9
deepseek_r1_distill_1p5b__gsm8k_train_00025_1a030c71__temp0.10__seed7,gsm8k_train_00025_1a030c71,entropy_plateau,2,0.95,1,1.0,0.050000000000000044,0,1,1
deepseek_r1_distill_1p5b__gsm8k_train_00025_1a030c71__temp0.10__seed7,gsm8k_train_00025_1a030c71,hazard_drift,2,0.95,1,1.0,0.050000000000000044,0,1,1
deepseek_r1_distill_1p5b__gsm8k_train_00025_1a030c71__temp0.10__seed7,gsm8k_train_00025_1a030c71,empirical_bernstein,9,0.6,1,1.0,0.4,0,1,8
deepseek_r1_distill_1p5b__gsm8k_train_00025_1a030c71__temp0.10__seed7,gsm8k_train_00025_1a030c71,never_stop,10,0.55,1,1.0,0.44999999999999996,0,1,9
deepseek_r1_distill_1p5b__gsm8k_train_00026_bf9e0c24__temp0.10__seed7,gsm8k_train_00026_bf9e0c24,oracle,3,0.9,3,0.9,0.0,0,0,0
deepseek_r1_distill_1p5b__gsm8k_train_00026_bf9e0c24__temp0.10__seed7,gsm8k_train_00026_bf9e0c24,first_answer,1,0.0,3,0.9,0.9,1,0,0
deepseek_r1_distill_1p5b__gsm8k_train_00026_bf9e0c24__temp0.10__seed7,gsm8k_train_00026_bf9e0c24,verifier_first_correct,3,0.9,3,0.9,0.0,0,0,0
deepseek_r1_distill_1p5b__gsm8k_train_00026_bf9e0c24__temp0.10__seed7,gsm8k_train_00026_bf9e0c24,answer_stability,10,0.55,3,0.9,0.35,0,1,7
deepseek_r1_distill_1p5b__gsm8k_train_00026_bf9e0c24__temp0.10__seed7,gsm8k_train_00026_bf9e0c24,entropy_plateau,4,0.85,3,0.9,0.050000000000000044,0,1,1
deepseek_r1_distill_1p5b__gsm8k_train_00026_bf9e0c24__temp0.10__seed7,gsm8k_train_00026_bf9e0c24,hazard_drift,4,0.85,3,0.9,0.050000000000000044,0,1,1
deepseek_r1_distill_1p5b__gsm8k_train_00026_bf9e0c24__temp0.10__seed7,gsm8k_train_00026_bf9e0c24,empirical_bernstein,9,0.6,3,0.9,0.30000000000000004,0,1,6
deepseek_r1_distill_1p5b__gsm8k_train_00026_bf9e0c24__temp0.10__seed7,gsm8k_train_00026_bf9e0c24,never_stop,10,0.55,3,0.9,0.35,0,1,7
deepseek_r1_distill_1p5b__gsm8k_train_00027_21e7ba75__temp0.10__seed7,gsm8k_train_00027_21e7ba75,oracle,1,1.0,1,1.0,0.0,0,0,0
deepseek_r1_distill_1p5b__gsm8k_train_00027_21e7ba75__temp0.10__seed7,gsm8k_train_00027_21e7ba75,first_answer,1,1.0,1,1.0,0.0,0,0,0
deepseek_r1_distill_1p5b__gsm8k_train_00027_21e7ba75__temp0.10__seed7,gsm8k_train_00027_21e7ba75,verifier_first_correct,1,1.0,1,1.0,0.0,0,0,0
deepseek_r1_distill_1p5b__gsm8k_train_00027_21e7ba75__temp0.10__seed7,gsm8k_train_00027_21e7ba75,answer_stability,10,-0.45,1,1.0,1.45,0,1,9
deepseek_r1_distill_1p5b__gsm8k_train_00027_21e7ba75__temp0.10__seed7,gsm8k_train_00027_21e7ba75,entropy_plateau,5,0.8,1,1.0,0.19999999999999996,0,1,4
deepseek_r1_distill_1p5b__gsm8k_train_00027_21e7ba75__temp0.10__seed7,gsm8k_train_00027_21e7ba75,hazard_drift,4,0.85,1,1.0,0.15000000000000002,0,1,3
deepseek_r1_distill_1p5b__gsm8k_train_00027_21e7ba75__temp0.10__seed7,gsm8k_train_00027_21e7ba75,empirical_bernstein,9,-0.4,1,1.0,1.4,0,1,8
deepseek_r1_distill_1p5b__gsm8k_train_00027_21e7ba75__temp0.10__seed7,gsm8k_train_00027_21e7ba75,never_stop,10,-0.45,1,1.0,1.45,0,1,9
deepseek_r1_distill_1p5b__gsm8k_train_00028_07c2d0db__temp0.10__seed7,gsm8k_train_00028_07c2d0db,oracle,4,0.85,4,0.85,0.0,0,0,0
deepseek_r1_distill_1p5b__gsm8k_train_00028_07c2d0db__temp0.10__seed7,gsm8k_train_00028_07c2d0db,first_answer,1,0.0,4,0.85,0.85,1,0,0
deepseek_r1_distill_1p5b__gsm8k_train_00028_07c2d0db__temp0.10__seed7,gsm8k_train_00028_07c2d0db,verifier_first_correct,4,0.85,4,0.85,0.0,0,0,0
deepseek_r1_distill_1p5b__gsm8k_train_00028_07c2d0db__temp0.10__seed7,gsm8k_train_00028_07c2d0db,answer_stability,10,-0.45,4,0.85,1.3,0,1,6
deepseek_r1_distill_1p5b__gsm8k_train_00028_07c2d0db__temp0.10__seed7,gsm8k_train_00028_07c2d0db,entropy_plateau,10,-0.45,4,0.85,1.3,0,1,6
deepseek_r1_distill_1p5b__gsm8k_train_00028_07c2d0db__temp0.10__seed7,gsm8k_train_00028_07c2d0db,hazard_drift,2,-0.05,4,0.85,0.9,1,0,0
deepseek_r1_distill_1p5b__gsm8k_train_00028_07c2d0db__temp0.10__seed7,gsm8k_train_00028_07c2d0db,empirical_bernstein,9,-0.4,4,0.85,1.25,0,1,5
deepseek_r1_distill_1p5b__gsm8k_train_00028_07c2d0db__temp0.10__seed7,gsm8k_train_00028_07c2d0db,never_stop,10,-0.45,4,0.85,1.3,0,1,6
deepseek_r1_distill_1p5b__gsm8k_train_00029_9fc74e20__temp0.10__seed7,gsm8k_train_00029_9fc74e20,oracle,4,0.85,4,0.85,0.0,0,0,0
deepseek_r1_distill_1p5b__gsm8k_train_00029_9fc74e20__temp0.10__seed7,gsm8k_train_00029_9fc74e20,first_answer,1,0.0,4,0.85,0.85,1,0,0
deepseek_r1_distill_1p5b__gsm8k_train_00029_9fc74e20__temp0.10__seed7,gsm8k_train_00029_9fc74e20,verifier_first_correct,4,0.85,4,0.85,0.0,0,0,0
deepseek_r1_distill_1p5b__gsm8k_train_00029_9fc74e20__temp0.10__seed7,gsm8k_train_00029_9fc74e20,answer_stability,10,0.55,4,0.85,0.29999999999999993,0,1,6
deepseek_r1_distill_1p5b__gsm8k_train_00029_9fc74e20__temp0.10__seed7,gsm8k_train_00029_9fc74e20,entropy_plateau,3,-0.1,4,0.85,0.95,1,0,0
deepseek_r1_distill_1p5b__gsm8k_train_00029_9fc74e20__temp0.10__seed7,gsm8k_train_00029_9fc74e20,hazard_drift,3,-0.1,4,0.85,0.95,1,0,0
deepseek_r1_distill_1p5b__gsm8k_train_00029_9fc74e20__temp0.10__seed7,gsm8k_train_00029_9fc74e20,empirical_bernstein,9,-0.4,4,0.85,1.25,0,1,5
deepseek_r1_distill_1p5b__gsm8k_train_00029_9fc74e20__temp0.10__seed7,gsm8k_train_00029_9fc74e20,never_stop,10,0.55,4,0.85,0.29999999999999993,0,1,6
deepseek_r1_distill_1p5b__gsm8k_train_00030_4f09989a__temp0.10__seed7,gsm8k_train_00030_4f09989a,oracle,1,0.0,1,0.0,0.0,0,0,0
deepseek_r1_distill_1p5b__gsm8k_train_00030_4f09989a__temp0.10__seed7,gsm8k_train_00030_4f09989a,first_answer,1,0.0,1,0.0,0.0,0,0,0
deepseek_r1_distill_1p5b__gsm8k_train_00030_4f09989a__temp0.10__seed7,gsm8k_train_00030_4f09989a,verifier_first_correct,10,-0.45,1,0.0,0.45,0,1,9
deepseek_r1_distill_1p5b__gsm8k_train_00030_4f09989a__temp0.10__seed7,gsm8k_train_00030_4f09989a,answer_stability,10,-0.45,1,0.0,0.45,0,1,9
deepseek_r1_distill_1p5b__gsm8k_train_00030_4f09989a__temp0.10__seed7,gsm8k_train_00030_4f09989a,entropy_plateau,7,-0.3,1,0.0,0.3,0,1,6
deepseek_r1_distill_1p5b__gsm8k_train_00030_4f09989a__temp0.10__seed7,gsm8k_train_00030_4f09989a,hazard_drift,5,-0.2,1,0.0,0.2,0,1,4
deepseek_r1_distill_1p5b__gsm8k_train_00030_4f09989a__temp0.10__seed7,gsm8k_train_00030_4f09989a,empirical_bernstein,9,-0.4,1,0.0,0.4,0,1,8
deepseek_r1_distill_1p5b__gsm8k_train_00030_4f09989a__temp0.10__seed7,gsm8k_train_00030_4f09989a,never_stop,10,-0.45,1,0.0,0.45,0,1,9
deepseek_r1_distill_1p5b__gsm8k_train_00031_1c0c7800__temp0.10__seed7,gsm8k_train_00031_1c0c7800,oracle,1,0.0,1,0.0,0.0,0,0,0
deepseek_r1_distill_1p5b__gsm8k_train_00031_1c0c7800__temp0.10__seed7,gsm8k_train_00031_1c0c7800,first_answer,1,0.0,1,0.0,0.0,0,0,0
deepseek_r1_distill_1p5b__gsm8k_train_00031_1c0c7800__temp0.10__seed7,gsm8k_train_00031_1c0c7800,verifier_first_correct,10,-0.45,1,0.0,0.45,0,1,9
deepseek_r1_distill_1p5b__gsm8k_train_00031_1c0c7800__temp0.10__seed7,gsm8k_train_00031_1c0c7800,answer_stability,10,-0.45,1,0.0,0.45,0,1,9
deepseek_r1_distill_1p5b__gsm8k_train_00031_1c0c7800__temp0.10__seed7,gsm8k_train_00031_1c0c7800,entropy_plateau,3,-0.1,1,0.0,0.1,0,1,2
deepseek_r1_distill_1p5b__gsm8k_train_00031_1c0c7800__temp0.10__seed7,gsm8k_train_00031_1c0c7800,hazard_drift,3,-0.1,1,0.0,0.1,0,1,2
deepseek_r1_distill_1p5b__gsm8k_train_00031_1c0c7800__temp0.10__seed7,gsm8k_train_00031_1c0c7800,empirical_bernstein,9,-0.4,1,0.0,0.4,0,1,8
